source_type,source_id,source_url,linked_url,http_status,final_url,redirect_hops,issue_type,recommended_action
page,108,https://staging2.braveheartspublishing.com/read-alouds/,https://staging2.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3,301,https://staging2.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3/,1,staging_domain,"Update source to final URL"
page,108,https://staging2.braveheartspublishing.com/read-alouds/,https://staging2.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,301,https://staging2.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you/,1,staging_domain,"Update source to final URL"
page,108,https://staging2.braveheartspublishing.com/read-alouds/,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,301,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench/,1,staging_domain,"Update source to final URL"
page,108,https://staging2.braveheartspublishing.com/read-alouds/,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,301,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids/,1,staging_domain,"Update source to final URL"
page,107,https://staging2.braveheartspublishing.com/reluctant-readers/,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,301,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,1,staging_domain,"Update source to final URL"
page,107,https://staging2.braveheartspublishing.com/reluctant-readers/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,301,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children/,1,staging_domain,"Update source to final URL"
page,107,https://staging2.braveheartspublishing.com/reluctant-readers/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,301,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9/,1,staging_domain,"Update source to final URL"
page,107,https://staging2.braveheartspublishing.com/reluctant-readers/,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,301,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids/,1,staging_domain,"Update source to final URL"
page,107,https://staging2.braveheartspublishing.com/reluctant-readers/,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,301,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds/,1,staging_domain,"Update source to final URL"
page,106,https://staging2.braveheartspublishing.com/mariana-trench/,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,301,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9/,1,staging_domain,"Update source to final URL"
page,106,https://staging2.braveheartspublishing.com/mariana-trench/,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,301,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,1,staging_domain,"Update source to final URL"
page,106,https://staging2.braveheartspublishing.com/mariana-trench/,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,301,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,1,staging_domain,"Update source to final URL"
page,106,https://staging2.braveheartspublishing.com/mariana-trench/,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids,301,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids/,1,staging_domain,"Update source to final URL"
page,105,https://staging2.braveheartspublishing.com/reading-levels/,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,301,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what/,1,staging_domain,"Update source to final URL"
page,105,https://staging2.braveheartspublishing.com/reading-levels/,https://staging2.braveheartspublishing.com/blog/what-is-a-lexile-score,301,https://staging2.braveheartspublishing.com/blog/what-is-a-lexile-score/,1,staging_domain,"Update source to final URL"
page,105,https://staging2.braveheartspublishing.com/reading-levels/,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart,301,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,301,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,1,staging_domain,"Update source to final URL"
page,104,https://staging2.braveheartspublishing.com/bridge-books/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
page,24,https://staging2.braveheartspublishing.com/,https://staging2.braveheartspublishing.com/books,301,https://staging2.braveheartspublishing.com/books/,1,staging_domain,"Update source to final URL"
page,24,https://staging2.braveheartspublishing.com/,https://staging2.braveheartspublishing.com/about,301,https://staging2.braveheartspublishing.com/about/,1,staging_domain,"Update source to final URL"
page,24,https://staging2.braveheartspublishing.com/,https://staging2.braveheartspublishing.com/teachers-guide,301,https://staging2.braveheartspublishing.com/teachers-guide/,1,staging_domain,"Update source to final URL"
page,116,https://staging2.braveheartspublishing.com/about/,https://staging2.braveheartspublishing.com/books,301,https://staging2.braveheartspublishing.com/books/,1,staging_domain,"Update source to final URL"
page,2,https://staging2.braveheartspublishing.com/sample-page/,http://staging2.braveheartspublishing.com/wp-admin/,302,https://staging2.braveheartspublishing.com/wp-admin/,1,staging_domain,"Update source to final URL"
post,84,https://staging2.braveheartspublishing.com/blog/science-books-for-kids-that-feel-like-adventures/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,56,https://staging2.braveheartspublishing.com/blog/dog-man-to-magic-tree-house-reading-roadmap/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,200,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,0,staging_domain,"Review and repair"
post,56,https://staging2.braveheartspublishing.com/blog/dog-man-to-magic-tree-house-reading-roadmap/,https://staging2.braveheartspublishing.com/teachers,301,https://staging2.braveheartspublishing.com/teachers/,1,staging_domain,"Update source to final URL"
post,56,https://staging2.braveheartspublishing.com/blog/dog-man-to-magic-tree-house-reading-roadmap/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,72,https://staging2.braveheartspublishing.com/blog/kirkus-review-adventures-of-charlotte-and-henry/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,96,https://staging2.braveheartspublishing.com/blog/what-to-read-after-dog-man/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,28,https://staging2.braveheartspublishing.com/blog/best-books-for-7-year-olds/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,38,https://staging2.braveheartspublishing.com/blog/best-summer-reading-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,200,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,0,staging_domain,"Review and repair"
post,38,https://staging2.braveheartspublishing.com/blog/best-summer-reading-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books,301,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,"https://staging2.braveheartspublishing.com/blog?tag=bridge books for struggling readers",301,https://staging2.braveheartspublishing.com/blog/?tag=bridge%20books%20for%20struggling%20readers,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,301,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,1,staging_domain,"Update source to final URL"
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,301,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,1,staging_domain,"Update source to final URL"
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,200,https://staging2.braveheartspublishing.com/teachers/#reading-growing,0,staging_domain,"Review and repair"
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,200,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,0,staging_domain,"Review and repair"
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#for-educators,200,https://staging2.braveheartspublishing.com/teachers/#for-educators,0,staging_domain,"Review and repair"
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,301,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what/,1,staging_domain,"Update source to final URL"
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/blog/what-is-a-lexile-score,301,https://staging2.braveheartspublishing.com/blog/what-is-a-lexile-score/,1,staging_domain,"Update source to final URL"
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart,301,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,301,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,301,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,1,staging_domain,"Update source to final URL"
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,301,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,1,staging_domain,"Update source to final URL"
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,301,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,1,staging_domain,"Update source to final URL"
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,301,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children/,1,staging_domain,"Update source to final URL"
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,301,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9/,1,staging_domain,"Update source to final URL"
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,301,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids/,1,staging_domain,"Update source to final URL"
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,301,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds/,1,staging_domain,"Update source to final URL"
